date,category,sales_amount
2023-09-22,Dinner,1052.56
2023-09-22,Beverages,371.56
2023-09-23,Breakfast,882.9
2023-09-23,Lunch,1054.02
2023-09-23,Dinner,876.61
2023-09-23,Beverages,641.23
2023-09-24,Breakfast,1014.58
2023-09-24,Lunch,1300.72
2023-09-24,Dinner,804.3
2023-09-24,Beverages,705.34
2023-09-25,Breakfast,850.14
2023-09-25,Lunch,829.06
2023-09-25,Dinner,1130.04
2023-09-25,Beverages,932.94
2023-09-26,Breakfast,1029.49
2023-09-26,Lunch,1040.2
2023-09-26,Dinner,616.56
2023-09-26,Beverages,1020.21
2023-09-27,Breakfast,1150.29
2023-09-27,Lunch,1363.44
2023-09-27,Dinner,980.33
2023-09-27,Beverages,815.88
2023-09-28,Breakfast,843.91
2023-09-28,Lunch,1167.04
2023-09-28,Dinner,768.57
2023-09-28,Beverages,891.08
2023-09-29,Breakfast,792.44
2023-09-29,Lunch,1005.76
2023-09-29,Dinner,1216.44
2023-09-29,Beverages,633.3
2023-09-30,Breakfast,1068.68
2023-09-30,Lunch,1120.26
2023-09-30,Dinner,1156.92
2023-09-30,Beverages,656.85
2023-10-01,Breakfast,1000.37
2023-10-01,Lunch,895.34
2023-10-01,Dinner,1098.04
2023-10-01,Beverages,515.7
2023-10-02,Breakfast,939.43
2023-10-02,Lunch,1178.96
2023-10-02,Dinner,849.49
2023-10-02,Beverages,891.43
2023-10-03,Breakfast,808.51
2023-10-03,Lunch,1355.97
2023-10-03,Dinner,1063.55
2023-10-03,Beverages,1013.85
2023-10-04,Breakfast,1240.17
2023-10-04,Lunch,938.89
2023-10-04,Dinner,957.11
2023-10-04,Beverages,409.72
2023-10-05,Breakfast,1119.09
2023-10-05,Lunch,1408.61
2023-10-05,Dinner,1112.81
2023-10-05,Beverages,706.34
2023-10-06,Breakfast,880.03
2023-10-06,Lunch,743.66
2023-10-06,Dinner,1058.29
2023-10-06,Beverages,869.6
2023-10-07,Breakfast,978.35
2023-10-07,Lunch,1165.84
2023-10-07,Dinner,841.15
2023-10-07,Beverages,667.65
2023-10-08,Breakfast,1103.64
2023-10-08,Lunch,816.54
2023-10-08,Dinner,1050.88
2023-10-08,Beverages,925.19
2023-10-09,Breakfast,822.88
2023-10-09,Lunch,1072.88
2023-10-09,Dinner,1257.32
2023-10-09,Beverages,217.08
2023-10-10,Breakfast,1073.65
2023-10-10,Lunch,1069.96
2023-10-10,Dinner,650.21
2023-10-10,Beverages,942.45
2023-10-11,Breakfast,1001.42
2023-10-11,Lunch,1144.99
2023-10-11,Dinner,679.64
2023-10-11,Beverages,491.55
2023-10-12,Breakfast,1267.76
2023-10-12,Lunch,987.56
2023-10-12,Dinner,1136.82
2023-10-12,Beverages,769.13
2023-10-13,Breakfast,910.85
2023-10-13,Lunch,1003.58
2023-10-13,Dinner,1270.67
2023-10-13,Beverages,616.03
2023-10-14,Breakfast,1195.49
2023-10-14,Lunch,871.28
2023-10-14,Dinner,1104.45
2023-10-14,Beverages,1151.99
2023-10-15,Breakfast,1156.8
2023-10-15,Lunch,848.07
2023-10-15,Dinner,882.76
2023-10-15,Beverages,974.1
2023-10-16,Breakfast,904.93
2023-10-16,Lunch,843.71
2023-10-16,Dinner,768.06
2023-10-16,Beverages,775.26
2023-10-17,Breakfast,1092.52
2023-10-17,Lunch,860.0
2023-10-17,Dinner,938.61
2023-10-17,Beverages,493.12
2023-10-18,Breakfast,1145.37
2023-10-18,Lunch,1385.1
2023-10-18,Dinner,951.08
2023-10-18,Beverages,502.1
2023-10-19,Breakfast,882.16
2023-10-19,Lunch,945.13
2023-10-19,Dinner,864.05
2023-10-19,Beverages,327.93
2023-10-20,Breakfast,949.95
2023-10-20,Lunch,975.04
2023-10-20,Dinner,835.15
2023-10-20,Beverages,425.59
2023-10-21,Breakfast,784.7
2023-10-21,Lunch,1105.57
2023-10-21,Dinner,1231.66
2023-10-21,Beverages,711.25
2023-10-22,Breakfast,1318.54
2023-10-22,Lunch,1259.84
2023-10-22,Dinner,1131.04
2023-10-22,Beverages,890.96
2023-10-23,Breakfast,1042.58
2023-10-23,Lunch,1145.47
2023-10-23,Dinner,1014.55
2023-10-23,Beverages,617.74
2023-10-24,Breakfast,965.51
2023-10-24,Lunch,1003.72
2023-10-24,Dinner,1188.54
2023-10-24,Beverages,579.36
2023-10-25,Breakfast,808.64
2023-10-25,Lunch,1199.91
2023-10-25,Dinner,651.99
2023-10-25,Beverages,898.87
2023-10-26,Breakfast,912.81
2023-10-26,Lunch,621.73
2023-10-26,Dinner,1282.74
2023-10-26,Beverages,796.55
2023-10-27,Breakfast,1007.49
2023-10-27,Lunch,1334.0
2023-10-27,Dinner,895.65
2023-10-27,Beverages,870.84
2023-10-28,Breakfast,1028.55
2023-10-28,Lunch,762.83
2023-10-28,Dinner,708.65
2023-10-28,Beverages,951.05
2023-10-29,Breakfast,1190.28
2023-10-29,Lunch,863.8
2023-10-29,Dinner,1029.57
2023-10-29,Beverages,628.49
2023-10-30,Breakfast,810.9
2023-10-30,Lunch,1116.31
2023-10-30,Dinner,913.24
2023-10-30,Beverages,774.77
2023-10-31,Breakfast,1405.07
2023-10-31,Lunch,778.03
2023-10-31,Dinner,1062.26
2023-10-31,Beverages,743.35
2023-11-01,Breakfast,651.26
2023-11-01,Lunch,1023.16
2023-11-01,Dinner,1113.53
2023-11-01,Beverages,881.69
2023-11-02,Breakfast,1232.41
2023-11-02,Lunch,1130.95
2023-11-02,Dinner,1049.53
2023-11-02,Beverages,607.72
2023-11-03,Breakfast,863.69
2023-11-03,Lunch,1433.46
2023-11-03,Dinner,1026.63
2023-11-03,Beverages,588.49
2023-11-04,Breakfast,1103.8
2023-11-04,Lunch,1133.04
2023-11-04,Dinner,1175.65
2023-11-04,Beverages,390.8
2023-11-05,Breakfast,1358.29
2023-11-05,Lunch,989.07
2023-11-05,Dinner,962.48
2023-11-05,Beverages,932.45
2023-11-06,Breakfast,918.73
2023-11-06,Lunch,778.98
2023-11-06,Dinner,977.18
2023-11-06,Beverages,560.11
2023-11-07,Breakfast,961.87
2023-11-07,Lunch,1261.6
2023-11-07,Dinner,1091.69
2023-11-07,Beverages,884.05
2023-11-08,Breakfast,1072.07
2023-11-08,Lunch,1311.62
2023-11-08,Dinner,1278.67
2023-11-08,Beverages,661.87
2023-11-09,Breakfast,932.62
2023-11-09,Lunch,1089.14
2023-11-09,Dinner,848.37
2023-11-09,Beverages,543.2
2023-11-10,Breakfast,887.37
2023-11-10,Lunch,914.68
2023-11-10,Dinner,948.13
2023-11-10,Beverages,839.95
2023-11-11,Breakfast,1193.34
2023-11-11,Lunch,970.66
2023-11-11,Dinner,1080.98
2023-11-11,Beverages,142.23
2023-11-12,Breakfast,1003.15
2023-11-12,Lunch,1306.42
2023-11-12,Dinner,818.18
2023-11-12,Beverages,990.6
2023-11-13,Breakfast,761.94
2023-11-13,Lunch,940.81
2023-11-13,Dinner,859.82
2023-11-13,Beverages,907.24
2023-11-14,Breakfast,733.13
2023-11-14,Lunch,1062.84
2023-11-14,Dinner,1124.88
2023-11-14,Beverages,613.82
2023-11-15,Breakfast,1292.6
2023-11-15,Lunch,1124.91
2023-11-15,Dinner,660.9
2023-11-15,Beverages,973.52
2023-11-16,Breakfast,830.86
2023-11-16,Lunch,1056.92
2023-11-16,Dinner,817.59
2023-11-16,Beverages,518.63
2023-11-17,Breakfast,545.23
2023-11-17,Lunch,1025.83
2023-11-17,Dinner,802.45
2023-11-17,Beverages,578.99
2023-11-18,Breakfast,890.73
2023-11-18,Lunch,1393.15
2023-11-18,Dinner,472.22
2023-11-18,Beverages,1011.96
2023-11-19,Breakfast,753.91
2023-11-19,Lunch,996.68
2023-11-19,Dinner,1101.9
2023-11-19,Beverages,829.38
2023-11-20,Breakfast,989.48
2023-11-20,Lunch,666.14
2023-11-20,Dinner,1108.3
2023-11-20,Beverages,475.49
2023-11-21,Breakfast,966.74
2023-11-21,Lunch,1005.82
2023-11-21,Dinner,1011.09
2023-11-21,Beverages,764.03
2023-11-22,Breakfast,1053.54
2023-11-22,Lunch,666.25
2023-11-22,Dinner,750.4
2023-11-22,Beverages,590.69
2023-11-23,Breakfast,826.44
2023-11-23,Lunch,676.92
2023-11-23,Dinner,1209.89
2023-11-23,Beverages,851.76
2023-11-24,Breakfast,1288.93
2023-11-24,Lunch,930.62
2023-11-24,Dinner,780.97
2023-11-24,Beverages,787.45
2023-11-25,Breakfast,1114.22
2023-11-25,Lunch,745.26
2023-11-25,Dinner,1063.95
2023-11-25,Beverages,795.17
2023-11-26,Breakfast,968.61
2023-11-26,Lunch,913.22
2023-11-26,Dinner,1105.58
2023-11-26,Beverages,236.59
2023-11-27,Breakfast,1102.22
2023-11-27,Lunch,939.37
2023-11-27,Dinner,930.07
2023-11-27,Beverages,575.68
2023-11-28,Breakfast,907.86
2023-11-28,Lunch,1200.31
2023-11-28,Dinner,834.95
2023-11-28,Beverages,300.27
2023-11-29,Breakfast,1194.53
2023-11-29,Lunch,717.88
2023-11-29,Dinner,1148.31
2023-11-29,Beverages,558.72
2023-11-30,Breakfast,1068.99
2023-11-30,Lunch,1334.07
2023-11-30,Dinner,1070.89
2023-11-30,Beverages,480.6
2023-12-01,Breakfast,670.77
2023-12-01,Lunch,1319.84
2023-12-01,Dinner,1087.41
2023-12-01,Beverages,542.16
2023-12-02,Breakfast,1152.24
2023-12-02,Lunch,1173.61
2023-12-02,Dinner,910.72
2023-12-02,Beverages,963.38
2023-12-03,Breakfast,665.91
2023-12-03,Lunch,923.65
2023-12-03,Dinner,988.94
2023-12-03,Beverages,684.14
2023-12-04,Breakfast,1170.67
2023-12-04,Lunch,910.99
2023-12-04,Dinner,1214.87
2023-12-04,Beverages,497.38
2023-12-05,Breakfast,954.8
2023-12-05,Lunch,1071.59
2023-12-05,Dinner,906.78
2023-12-05,Beverages,623.5
2023-12-06,Breakfast,1378.74
2023-12-06,Lunch,789.69
2023-12-06,Dinner,957.05
2023-12-06,Beverages,817.23
2023-12-07,Breakfast,868.79
2023-12-07,Lunch,1106.74
2023-12-07,Dinner,1296.35
2023-12-07,Beverages,301.8
2023-12-08,Breakfast,868.18
2023-12-08,Lunch,913.59
2023-12-08,Dinner,1186.7
2023-12-08,Beverages,518.7
2023-12-09,Breakfast,1108.49
2023-12-09,Lunch,1146.56
2023-12-09,Dinner,1361.52
2023-12-09,Beverages,877.85
2023-12-10,Breakfast,823.72
2023-12-10,Lunch,842.65
2023-12-10,Dinner,849.25
2023-12-10,Beverages,730.81
2023-12-11,Breakfast,944.45
2023-12-11,Lunch,1000.62
2023-12-11,Dinner,197.78
2023-12-11,Beverages,882.57
2023-12-12,Breakfast,1209.2
2023-12-12,Lunch,1230.85
2023-12-12,Dinner,1039.07
2023-12-12,Beverages,635.18
2023-12-13,Breakfast,1202.02
2023-12-13,Lunch,896.13
2023-12-13,Dinner,1077.12
2023-12-13,Beverages,915.91
2023-12-14,Breakfast,986.13
2023-12-14,Lunch,939.9
2023-12-14,Dinner,753.56
2023-12-14,Beverages,745.15
2023-12-15,Breakfast,1171.16
2023-12-15,Lunch,532.36
2023-12-15,Dinner,987.67
2023-12-15,Beverages,319.65
2023-12-16,Breakfast,1437.32
2023-12-16,Lunch,1528.09
2023-12-16,Dinner,1062.96
2023-12-16,Beverages,650.56
2023-12-17,Breakfast,1075.89
2023-12-17,Lunch,935.77
2023-12-17,Dinner,805.59
2023-12-17,Beverages,1140.63
2023-12-18,Breakfast,1046.88
2023-12-18,Lunch,1109.46
2023-12-18,Dinner,1006.27
2023-12-18,Beverages,754.55
2023-12-19,Breakfast,1061.32
2023-12-19,Lunch,855.75
2023-12-19,Dinner,920.47
2023-12-19,Beverages,740.28
2023-12-20,Breakfast,951.48
2023-12-20,Lunch,1176.23
2023-12-20,Dinner,539.2
2023-12-20,Beverages,784.68
2023-12-21,Breakfast,836.37
2023-12-21,Lunch,911.87
2023-12-21,Dinner,921.75
2023-12-21,Beverages,673.73
2023-12-22,Breakfast,893.92
2023-12-22,Lunch,636.43
2023-12-22,Dinner,1146.79
2023-12-22,Beverages,609.62
2023-12-23,Breakfast,666.27
2023-12-23,Lunch,869.87
2023-12-23,Dinner,1010.52
2023-12-23,Beverages,553.91
2023-12-24,Breakfast,978.94
2023-12-24,Lunch,1123.72
2023-12-24,Dinner,806.64
2023-12-24,Beverages,960.61
2023-12-25,Breakfast,1062.38
2023-12-25,Lunch,907.88
2023-12-25,Dinner,934.73
2023-12-25,Beverages,727.15
2023-12-26,Breakfast,935.47
2023-12-26,Lunch,986.73
2023-12-26,Dinner,1259.45
2023-12-26,Beverages,599.35
2023-12-27,Breakfast,1403.06
2023-12-27,Lunch,963.86
2023-12-27,Dinner,738.55
2023-12-27,Beverages,676.46
2023-12-28,Breakfast,1028.97
2023-12-28,Lunch,1278.78
2023-12-28,Dinner,600.65
2023-12-28,Beverages,512.48
2023-12-29,Breakfast,953.22
2023-12-29,Lunch,1138.97
2023-12-29,Dinner,998.75
2023-12-29,Beverages,501.24
2023-12-30,Breakfast,1148.83
2023-12-30,Lunch,1151.66
2023-12-30,Dinner,1192.59
2023-12-30,Beverages,260.47
2023-12-31,Breakfast,1165.61
2023-12-31,Lunch,1047.2
2023-12-31,Dinner,777.72
2023-12-31,Beverages,803.98
2024-01-01,Breakfast,1165.43
2024-01-01,Lunch,818.95
2024-01-01,Dinner,1034.4
2024-01-01,Beverages,598.55
2024-01-02,Breakfast,1274.72
2024-01-02,Lunch,789.89
2024-01-02,Dinner,881.37
2024-01-02,Beverages,611.27
2024-01-03,Breakfast,957.2
2024-01-03,Lunch,1108.32
2024-01-03,Dinner,1294.29
2024-01-03,Beverages,435.56
2024-01-04,Breakfast,1053.54
2024-01-04,Lunch,954.64
2024-01-04,Dinner,986.19
2024-01-04,Beverages,753.87
2024-01-05,Breakfast,1140.92
2024-01-05,Lunch,815.54
2024-01-05,Dinner,971.21
2024-01-05,Beverages,1059.01
2024-01-06,Breakfast,896.19
2024-01-06,Lunch,1023.94
2024-01-06,Dinner,1093.59
2024-01-06,Beverages,670.01
2024-01-07,Breakfast,939.04
2024-01-07,Lunch,687.01
2024-01-07,Dinner,1076.33
2024-01-07,Beverages,791.0
2024-01-08,Breakfast,818.9
2024-01-08,Lunch,1244.73
2024-01-08,Dinner,786.16
2024-01-08,Beverages,601.35
2024-01-09,Breakfast,801.57
2024-01-09,Lunch,955.53
2024-01-09,Dinner,1369.04
2024-01-09,Beverages,507.79
2024-01-10,Breakfast,1158.58
2024-01-10,Lunch,1032.5
2024-01-10,Dinner,877.57
2024-01-10,Beverages,463.69
2024-01-11,Breakfast,1234.83
2024-01-11,Lunch,823.18
2024-01-11,Dinner,949.55
2024-01-11,Beverages,762.71
2024-01-12,Breakfast,807.32
2024-01-12,Lunch,1156.07
2024-01-12,Dinner,1234.44
2024-01-12,Beverages,593.85
2024-01-13,Breakfast,1152.87
2024-01-13,Lunch,1204.08
2024-01-13,Dinner,1030.34
2024-01-13,Beverages,685.42
2024-01-14,Breakfast,980.26
2024-01-14,Lunch,1192.52
2024-01-14,Dinner,934.83
2024-01-14,Beverages,978.08
2024-01-15,Breakfast,913.21
2024-01-15,Lunch,1025.41
2024-01-15,Dinner,1095.94
2024-01-15,Beverages,297.07
2024-01-16,Breakfast,956.39
2024-01-16,Lunch,1229.88
2024-01-16,Dinner,1177.49
2024-01-16,Beverages,945.82
2024-01-17,Breakfast,889.58
2024-01-17,Lunch,537.7
2024-01-17,Dinner,960.0
2024-01-17,Beverages,908.28
2024-01-18,Breakfast,1136.66
2024-01-18,Lunch,1048.46
2024-01-18,Dinner,1216.6
2024-01-18,Beverages,967.45
2024-01-19,Breakfast,1014.31
2024-01-19,Lunch,986.55
2024-01-19,Dinner,653.65
2024-01-19,Beverages,336.9
2024-01-20,Breakfast,1214.73
2024-01-20,Lunch,1120.55
2024-01-20,Dinner,621.44
2024-01-20,Beverages,683.22
2024-01-21,Breakfast,983.94
2024-01-21,Lunch,1067.74
2024-01-21,Dinner,1240.28
2024-01-21,Beverages,863.58
2024-01-22,Breakfast,1071.78
2024-01-22,Lunch,854.96
2024-01-22,Dinner,713.41
2024-01-22,Beverages,762.2
2024-01-23,Breakfast,1009.89
2024-01-23,Lunch,1015.43
2024-01-23,Dinner,886.52
2024-01-23,Beverages,675.11
2024-01-24,Breakfast,1088.0
2024-01-24,Lunch,684.23
2024-01-24,Dinner,929.57
2024-01-24,Beverages,879.4
2024-01-25,Breakfast,998.47
2024-01-25,Lunch,1089.9
2024-01-25,Dinner,1028.35
2024-01-25,Beverages,639.15
2024-01-26,Breakfast,893.83
2024-01-26,Lunch,1023.35
2024-01-26,Dinner,1227.44
2024-01-26,Beverages,811.35
2024-01-27,Breakfast,908.77
2024-01-27,Lunch,1484.02
2024-01-27,Dinner,1001.9
2024-01-27,Beverages,1010.34
2024-01-28,Breakfast,1256.13
2024-01-28,Lunch,990.15
2024-01-28,Dinner,1183.63
2024-01-28,Beverages,819.25
2024-01-29,Breakfast,1742.27
2024-01-29,Lunch,750.78
2024-01-29,Dinner,977.88
2024-01-29,Beverages,976.44
2024-01-30,Breakfast,949.83
2024-01-30,Lunch,976.32
2024-01-30,Dinner,953.62
2024-01-30,Beverages,500.13
2024-01-31,Breakfast,1203.36
2024-01-31,Lunch,1205.34
2024-01-31,Dinner,842.53
2024-01-31,Beverages,1006.75
2024-02-01,Breakfast,902.44
2024-02-01,Lunch,1015.42
2024-02-01,Dinner,1305.96
2024-02-01,Beverages,1022.41
2024-02-02,Breakfast,860.8
2024-02-02,Lunch,952.12
2024-02-02,Dinner,788.2
2024-02-02,Beverages,631.16
2024-02-03,Breakfast,1162.45
2024-02-03,Lunch,828.69
2024-02-03,Dinner,680.46
2024-02-03,Beverages,492.92
2024-02-04,Breakfast,1009.97
2024-02-04,Lunch,1073.1
2024-02-04,Dinner,830.12
2024-02-04,Beverages,565.6
2024-02-05,Breakfast,1270.79
2024-02-05,Lunch,1136.63
2024-02-05,Dinner,1481.63
2024-02-05,Beverages,457.22
2024-02-06,Breakfast,1090.48
2024-02-06,Lunch,946.15
2024-02-06,Dinner,730.37
2024-02-06,Beverages,763.7
2024-02-07,Breakfast,925.59
2024-02-07,Lunch,1217.05
2024-02-07,Dinner,1264.56
2024-02-07,Beverages,889.68
2024-02-08,Breakfast,1004.76
2024-02-08,Lunch,788.02
2024-02-08,Dinner,518.47
2024-02-08,Beverages,679.39
2024-02-09,Breakfast,793.53
2024-02-09,Lunch,1104.04
2024-02-09,Dinner,1088.61
2024-02-09,Beverages,801.56
2024-02-10,Breakfast,1040.15
2024-02-10,Lunch,652.68
2024-02-10,Dinner,780.07
2024-02-10,Beverages,572.17
2024-02-11,Breakfast,1088.28
2024-02-11,Lunch,1097.83
2024-02-11,Dinner,950.8
2024-02-11,Beverages,535.79
2024-02-12,Breakfast,1101.41
2024-02-12,Lunch,814.27
2024-02-12,Dinner,674.05
2024-02-12,Beverages,536.22
2024-02-13,Breakfast,1139.84
2024-02-13,Lunch,1061.81
2024-02-13,Dinner,941.48
2024-02-13,Beverages,160.17
2024-02-14,Breakfast,825.74
2024-02-14,Lunch,994.91
2024-02-14,Dinner,777.61
2024-02-14,Beverages,815.22
2024-02-15,Breakfast,716.71
2024-02-15,Lunch,1171.68
2024-02-15,Dinner,1293.56
2024-02-15,Beverages,1149.31
2024-02-16,Breakfast,1063.58
2024-02-16,Lunch,1045.77
2024-02-16,Dinner,922.44
2024-02-16,Beverages,989.93
2024-02-17,Breakfast,983.81
2024-02-17,Lunch,792.22
2024-02-17,Dinner,1138.82
2024-02-17,Beverages,884.46
2024-02-18,Breakfast,1064.59
2024-02-18,Lunch,1072.19
2024-02-18,Dinner,1336.84
2024-02-18,Beverages,915.84
2024-02-19,Breakfast,1266.54
2024-02-19,Lunch,909.25
2024-02-19,Dinner,1253.05
2024-02-19,Beverages,801.89
2024-02-20,Breakfast,1587.12
2024-02-20,Lunch,683.25
2024-02-20,Dinner,828.26
2024-02-20,Beverages,709.03
2024-02-21,Breakfast,909.41
2024-02-21,Lunch,1212.9
2024-02-21,Dinner,934.53
2024-02-21,Beverages,576.04
2024-02-22,Breakfast,876.46
2024-02-22,Lunch,896.77
2024-02-22,Dinner,904.82
2024-02-22,Beverages,782.97
2024-02-23,Breakfast,613.98
2024-02-23,Lunch,1046.62
2024-02-23,Dinner,947.6
2024-02-23,Beverages,750.56
2024-02-24,Breakfast,967.88
2024-02-24,Lunch,1197.06
2024-02-24,Dinner,862.75
2024-02-24,Beverages,899.28
2024-02-25,Breakfast,920.99
2024-02-25,Lunch,1142.6
2024-02-25,Dinner,1258.29
2024-02-25,Beverages,464.04
2024-02-26,Breakfast,1086.46
2024-02-26,Lunch,1047.0
2024-02-26,Dinner,1328.54
2024-02-26,Beverages,813.98
2024-02-27,Breakfast,1138.22
2024-02-27,Lunch,1026.35
2024-02-27,Dinner,1011.75
2024-02-27,Beverages,1244.6
2024-02-28,Breakfast,917.83
2024-02-28,Lunch,604.12
2024-02-28,Dinner,1101.33
2024-02-28,Beverages,748.26
2024-02-29,Breakfast,1059.34
2024-02-29,Lunch,1182.31
2024-02-29,Dinner,1220.82
2024-02-29,Beverages,765.65
2024-03-01,Breakfast,1009.53
2024-03-01,Lunch,1228.18
2024-03-01,Dinner,1256.32
2024-03-01,Beverages,568.53
2024-03-02,Breakfast,1195.79
2024-03-02,Lunch,1143.43
2024-03-02,Dinner,1329.17
2024-03-02,Beverages,616.74
2024-03-03,Breakfast,624.77
2024-03-03,Lunch,1047.47
2024-03-03,Dinner,693.41
2024-03-03,Beverages,802.69
2024-03-04,Breakfast,1080.73
2024-03-04,Lunch,735.26
2024-03-04,Dinner,1261.07
2024-03-04,Beverages,445.57
2024-03-05,Breakfast,726.7
2024-03-05,Lunch,1177.01
2024-03-05,Dinner,1097.34
2024-03-05,Beverages,281.41
2024-03-06,Breakfast,1164.79
2024-03-06,Lunch,1204.64
2024-03-06,Dinner,889.71
2024-03-06,Beverages,551.26
2024-03-07,Breakfast,1041.5
2024-03-07,Lunch,1267.18
2024-03-07,Dinner,1017.96
2024-03-07,Beverages,934.08
2024-03-08,Breakfast,1190.64
2024-03-08,Lunch,841.96
2024-03-08,Dinner,1017.84
2024-03-08,Beverages,683.86
2024-03-09,Breakfast,1258.49
2024-03-09,Lunch,1145.67
2024-03-09,Dinner,1069.98
2024-03-09,Beverages,814.27
2024-03-10,Breakfast,1178.91
2024-03-10,Lunch,960.28
2024-03-10,Dinner,498.41
2024-03-10,Beverages,713.28
2024-03-11,Breakfast,947.28
2024-03-11,Lunch,1022.34
2024-03-11,Dinner,983.0
2024-03-11,Beverages,563.61
2024-03-12,Breakfast,1049.25
2024-03-12,Lunch,535.56
2024-03-12,Dinner,608.05
2024-03-12,Beverages,623.43
2024-03-13,Breakfast,1036.14
2024-03-13,Lunch,903.9
2024-03-13,Dinner,592.9
2024-03-13,Beverages,840.71
2024-03-14,Breakfast,1234.65
2024-03-14,Lunch,1063.87
2024-03-14,Dinner,672.42
2024-03-14,Beverages,606.9
2024-03-15,Breakfast,801.31
2024-03-15,Lunch,999.91
2024-03-15,Dinner,1484.2
2024-03-15,Beverages,878.79
2024-03-16,Breakfast,961.12
2024-03-16,Lunch,1034.13
2024-03-16,Dinner,1139.5
2024-03-16,Beverages,397.26
2024-03-17,Breakfast,980.94
2024-03-17,Lunch,1040.79
2024-03-17,Dinner,916.5
2024-03-17,Beverages,387.59
2024-03-18,Breakfast,1078.16
2024-03-18,Lunch,1209.39
2024-03-18,Dinner,1387.31
2024-03-18,Beverages,562.32
2024-03-19,Breakfast,834.1
2024-03-19,Lunch,902.56
2024-03-19,Dinner,979.31
2024-03-19,Beverages,912.06
2024-03-20,Breakfast,865.57
2024-03-20,Lunch,1563.7
2024-03-20,Dinner,1293.39
2024-03-20,Beverages,839.54
2024-03-21,Breakfast,911.26
2024-03-21,Lunch,392.39
2024-03-21,Dinner,765.48
2024-03-21,Beverages,564.05
2024-03-22,Breakfast,1000.05
2024-03-22,Lunch,1002.54
2024-03-22,Dinner,745.34
2024-03-22,Beverages,745.2
2024-03-23,Breakfast,1236.46
2024-03-23,Lunch,1375.03
2024-03-23,Dinner,1014.68
2024-03-23,Beverages,497.77
2024-03-24,Breakfast,889.34
2024-03-24,Lunch,1142.78
2024-03-24,Dinner,1146.91
2024-03-24,Beverages,632.44
2024-03-25,Breakfast,1001.83
2024-03-25,Lunch,1368.56
2024-03-25,Dinner,1107.19
2024-03-25,Beverages,1052.51
2024-03-26,Breakfast,942.66
2024-03-26,Lunch,813.96
2024-03-26,Dinner,1501.8
2024-03-26,Beverages,711.94
2024-03-27,Breakfast,1523.03
2024-03-27,Lunch,1118.02
2024-03-27,Dinner,1053.89
2024-03-27,Beverages,207.85
2024-03-28,Breakfast,623.57
2024-03-28,Lunch,1059.51
2024-03-28,Dinner,1047.83
2024-03-28,Beverages,601.59
2024-03-29,Breakfast,912.88
2024-03-29,Lunch,895.9
2024-03-29,Dinner,1193.81
2024-03-29,Beverages,1073.72
2024-03-30,Breakfast,1400.37
2024-03-30,Lunch,796.69
2024-03-30,Dinner,1091.43
2024-03-30,Beverages,717.32
2024-03-31,Breakfast,791.66
2024-03-31,Lunch,1076.27
2024-03-31,Dinner,1042.11
2024-03-31,Beverages,395.78
2024-04-01,Breakfast,880.95
2024-04-01,Lunch,1279.77
2024-04-01,Dinner,978.59
2024-04-01,Beverages,691.77
2024-04-02,Breakfast,1152.64
2024-04-02,Lunch,1190.57
2024-04-02,Dinner,1083.29
2024-04-02,Beverages,1030.14
2024-04-03,Breakfast,944.33
2024-04-03,Lunch,1427.4
2024-04-03,Dinner,943.75
2024-04-03,Beverages,311.58
2024-04-04,Breakfast,1070.11
2024-04-04,Lunch,1052.07
2024-04-04,Dinner,1121.2
2024-04-04,Beverages,642.84
2024-04-05,Breakfast,1065.49
2024-04-05,Lunch,554.27
2024-04-05,Dinner,915.11
2024-04-05,Beverages,674.95
2024-04-06,Breakfast,972.87
2024-04-06,Lunch,1216.61
2024-04-06,Dinner,1064.92
2024-04-06,Beverages,668.89
2024-04-07,Breakfast,1052.54
2024-04-07,Lunch,733.81
2024-04-07,Dinner,911.74
2024-04-07,Beverages,985.3
2024-04-08,Breakfast,799.98
2024-04-08,Lunch,940.5
2024-04-08,Dinner,1234.06
2024-04-08,Beverages,887.74
2024-04-09,Breakfast,1069.34
2024-04-09,Lunch,1024.62
2024-04-09,Dinner,848.08
2024-04-09,Beverages,808.66
2024-04-10,Breakfast,1052.76
2024-04-10,Lunch,857.61
2024-04-10,Dinner,1246.33
2024-04-10,Beverages,563.73
2024-04-11,Breakfast,704.34
2024-04-11,Lunch,799.2
2024-04-11,Dinner,973.19
2024-04-11,Beverages,842.26
2024-04-12,Breakfast,1181.07
2024-04-12,Lunch,878.47
2024-04-12,Dinner,919.02
2024-04-12,Beverages,549.54
2024-04-13,Breakfast,1163.93
2024-04-13,Lunch,895.83
2024-04-13,Dinner,1225.12
2024-04-13,Beverages,1081.87
2024-04-14,Breakfast,876.84
2024-04-14,Lunch,921.32
2024-04-14,Dinner,1362.66
2024-04-14,Beverages,477.0
2024-04-15,Breakfast,708.69
2024-04-15,Lunch,1010.82
2024-04-15,Dinner,1180.82
2024-04-15,Beverages,879.64
2024-04-16,Breakfast,930.47
2024-04-16,Lunch,1002.67
2024-04-16,Dinner,743.66
2024-04-16,Beverages,848.28
2024-04-17,Breakfast,1173.21
2024-04-17,Lunch,972.82
2024-04-17,Dinner,981.01
2024-04-17,Beverages,380.93
2024-04-18,Breakfast,987.01
2024-04-18,Lunch,758.17
2024-04-18,Dinner,938.95
2024-04-18,Beverages,487.29
2024-04-19,Breakfast,802.72
